,Breast(C50)-Male age 0-85+,,,,,,,,age 0-4,,,,,,,,age 5-9,,,,,,,,age 10-14,,,,,,,,age 15-19,,,,,,,,age 20-24,,,,,,,,age 25-29,,,,,,,,age 30-34,,,,,,,,age 35-39,,,,,,,age 40-44,,,,,,,,,age 45-49,,,,,,,age 50-54,,,,,,,,age 55-59,,,,,,,,age 60-64,,,,,,,,age 65-69,,,,,,,,age 70-74,,,,,,,,age 75-79,,,,,,,,age 80-84,,,,,,,,age 85+,,,,,,,,
Continent,Population,Cases,Crude Rate,Std Dev,ASR ,(W),Cumulative Rate,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR(W) ,Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,,https://ci5.iarc.fr/CI5-XI/Pages/summary_table_site_sel.aspx
Asia," China, Haimen County",6,0.20,0.10,0.10,0.060,NULL," China, Haimen County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Haimen County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Haimen County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Haimen County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Haimen County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Haimen County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Haimen County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Haimen County",1,0.60,0.61,0.60,0.61,0.000,0.003," China, Haimen County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Haimen County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Haimen County",1,0.50,0.52,0.50,0.52,0.000,0.003," China, Haimen County",1,0.50,0.46,0.50,0.46,0.000,0.002," China, Haimen County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Haimen County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Haimen County",2,1.80,1.26,1.80,1.26,0.010,0.006," China, Haimen County",1,1.20,1.18,1.20,1.18,0.010,0.006," China, Haimen County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Haimen County",0,0.00,0.00,0.00,0.00,NULL,NULL,
Asia," China, Hangzhou City",119,0.70,0.06,0.40,0.040,NULL," China, Hangzhou City",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Hangzhou City",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Hangzhou City",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Hangzhou City",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Hangzhou City",2,0.10,0.10,0.10,0.10,0.000,0.001," China, Hangzhou City",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Hangzhou City",2,0.20,0.11,0.20,0.11,0.000,0.001," China, Hangzhou City",5,0.40,0.17,0.40,0.17,0.000,0.001," China, Hangzhou City",9,0.60,0.19,0.60,0.19,0.000,0.001," China, Hangzhou City",13,0.80,0.22,0.80,0.22,0.000,0.001," China, Hangzhou City",13,0.90,0.25,0.90,0.25,0.000,0.001," China, Hangzhou City",10,0.80,0.25,0.80,0.25,0.000,0.001," China, Hangzhou City",13,1.40,0.40,1.40,0.40,0.010,0.002," China, Hangzhou City",13,2.30,0.64,2.30,0.64,0.010,0.003," China, Hangzhou City",7,1.40,0.51,1.40,0.51,0.010,0.003," China, Hangzhou City",15,3.30,0.86,3.30,0.86,0.020,0.004," China, Hangzhou City",11,4.30,1.29,4.30,1.29,0.020,0.006," China, Hangzhou City",6,4.40,1.81,4.40,1.81,NULL,NULL,
Asia," China, Harbin City",23,0.90,0.19,0.70,0.140,NULL," China, Harbin City",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Harbin City",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Harbin City",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Harbin City",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Harbin City",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Harbin City",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Harbin City",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Harbin City",3,1.30,0.77,1.30,0.77,0.010,0.004," China, Harbin City",3,1.40,0.80,1.40,0.80,0.010,0.004," China, Harbin City",3,1.30,0.76,1.3 (0.76),0.76,0.010,0.004," China, Harbin City",4,2.00,0.98,2.00,0.98,0.010,0.005," China, Harbin City",4,2.50,1.23,2.50,1.23,0.010,0.006," China, Harbin City",3,3.10,1.80,3.10,1.80,0.020,0.009," China, Harbin City",1,1.40,1.36,1.40,1.36,0.010,0.007," China, Harbin City",1,1.50,1.51,1.50,1.51,0.010,0.008," China, Harbin City",1,2.10,2.07,2.10,2.07,0.010,0.010," China, Harbin City",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Harbin City",0,0.00,0.00,0.00,0.00,NULL,NULL,
Asia," China, Hefei",14,0.40,0.11,0.30,0.090,NULL," China, Hefei",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Hefei",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Hefei",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Hefei",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Hefei",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Hefei",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Hefei",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Hefei",1,0.30,0.34,0.30,0.34,0.000,0.002," China, Hefei",1,0.30,0.33,0.30,0.33,0.000,0.002," China, Hefei",4,1.60,0.80,1.6 (0.80),0.80,0.010,0.004," China, Hefei",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Hefei",1,0.60,0.61,0.60,0.61,0.000,0.003," China, Hefei",2,1.60,1.13,1.60,1.13,0.010,0.006," China, Hefei",1,1.00,0.98,1.00,0.98,0.000,0.005," China, Hefei",2,2.40,1.70,2.40,1.70,0.010,0.008," China, Hefei",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Hefei",2,6.50,4.60,6.50,4.60,0.030,0.023," China, Hefei",0,0.00,0.00,0.00,0.00,NULL,NULL,
Asia," China, Hengdong",5,0.30,0.15,0.20,0.110,NULL," China, Hengdong",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Hengdong",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Hengdong",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Hengdong",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Hengdong",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Hengdong",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Hengdong",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Hengdong",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Hengdong",1,0.70,0.74,0.70,0.74,0.000,0.004," China, Hengdong",2,1.80,1.24,1.8 (1.24),1.24,0.010,0.006," China, Hengdong",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Hengdong",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Hengdong",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Hengdong",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Hengdong",1,2.50,2.48,2.50,2.48,0.010,0.012," China, Hengdong",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Hengdong",1,6.60,6.58,6.60,6.58,0.030,0.033," China, Hengdong",0,0.00,0.00,0.00,0.00,NULL,NULL,
Asia," China, Hong Kong",80,0.50,0.05,0.30,0.030,NULL," China, Hong Kong",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Hong Kong",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Hong Kong",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Hong Kong",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Hong Kong",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Hong Kong",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Hong Kong",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Hong Kong",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Hong Kong",2,0.20,0.11,0.20,0.11,0.000,0.001," China, Hong Kong",5,0.30,0.15,0.30,0.15,0.000,0.001," China, Hong Kong",7,0.50,0.17,0.50,0.17,0.000,0.001," China, Hong Kong",9,0.70,0.24,0.70,0.24,0.000,0.001," China, Hong Kong",13,1.40,0.39,1.40,0.39,0.010,0.002," China, Hong Kong",10,1.60,0.52,1.60,0.52,0.010,0.003," China, Hong Kong",11,1.90,0.57,1.90,0.57,0.010,0.003," China, Hong Kong",8,1.70,0.59,1.70,0.59,0.010,0.003," China, Hong Kong",8,2.80,0.98,2.80,0.98,0.010,0.005," China, Hong Kong",7,3.70,1.39,3.70,1.39,NULL,NULL,
Asia,"*China, Huaiyin District, Huai'an",1,0.10,0.05,0.00,0.050,NULL,"*China, Huaiyin District, Huai'an",0,0.00,0.00,0.00,0.00,0.000,0.000,"*China, Huaiyin District, Huai'an",0,0.00,0.00,0.00,0.00,0.000,0.000,"*China, Huaiyin District, Huai'an",0,0.00,0.00,0.00,0.00,0.000,0.000,"*China, Huaiyin District, Huai'an",0,0.00,0.00,0.00,0.00,0.000,0.000,"*China, Huaiyin District, Huai'an",0,0.00,0.00,0.00,0.00,0.000,0.000,"*China, Huaiyin District, Huai'an",0,0.00,0.00,0.00,0.00,0.000,0.000,"*China, Huaiyin District, Huai'an",0,0.00,0.00,0.00,0.00,0.000,0.000,"*China, Huaiyin District, Huai'an",0,0.00,0.00,0.00,0.00,0.000,0.000,"*China, Huaiyin District, Huai'an",0,0.00,0.00,0.00,0.00,0.000,0.000,"*China, Huaiyin District, Huai'an",0,0.00,0.00,0.00,0.00,0.000,0.000,"*China, Huaiyin District, Huai'an",0,0.00,0.00,0.00,0.00,0.000,0.000,"*China, Huaiyin District, Huai'an",0,0.00,0.00,0.00,0.00,0.000,0.000,"*China, Huaiyin District, Huai'an",1,1.10,1.13,1.10,1.13,0.010,0.006,"*China, Huaiyin District, Huai'an",0,0.00,0.00,0.00,0.00,0.000,0.000,"*China, Huaiyin District, Huai'an",0,0.00,0.00,0.00,0.00,0.000,0.000,"*China, Huaiyin District, Huai'an",0,0.00,0.00,0.00,0.00,0.000,0.000,"*China, Huaiyin District, Huai'an",0,0.00,0.00,0.00,0.00,0.000,0.000,"*China, Huaiyin District, Huai'an",0,0.00,0.00,0.00,0.00,NULL,NULL,
Asia," China, Jiangmen",2,0.20,0.15,0.20,0.130,NULL," China, Jiangmen",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Jiangmen",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Jiangmen",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Jiangmen",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Jiangmen",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Jiangmen",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Jiangmen",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Jiangmen",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Jiangmen",1,1.10,1.12,1.10,1.12,0.010,0.006," China, Jiangmen",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Jiangmen",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Jiangmen",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Jiangmen",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Jiangmen",1,3.80,3.83,3.80,3.83,0.020,0.019," China, Jiangmen",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Jiangmen",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Jiangmen",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Jiangmen",0,0.00,0.00,0.00,0.00,NULL,NULL,
Asia," China, Jianhu County",1,0.10,0.08,0.10,0.070,NULL," China, Jianhu County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Jianhu County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Jianhu County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Jianhu County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Jianhu County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Jianhu County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Jianhu County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Jianhu County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Jianhu County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Jianhu County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Jianhu County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Jianhu County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Jianhu County",1,1.70,1.72,1.70,1.72,0.010,0.009," China, Jianhu County",0,0.0 (0.00),0.00,0.00,0.00,0.000,0.000," China, Jianhu County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Jianhu County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Jianhu County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Jianhu County",0,0.00,0.00,0.00,0.00,NULL,NULL,
Asia," China, Jiashan County",5,0.50,0.24,0.30,0.130,NULL," China, Jiashan County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Jiashan County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Jiashan County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Jiashan County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Jiashan County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Jiashan County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Jiashan County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Jiashan County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Jiashan County",1,1.00,0.99,1.00,0.99,0.000,0.005," China, Jiashan County",1,1.00,0.99,1.00,0.99,0.000,0.005," China, Jiashan County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Jiashan County",1,1.20,1.16,1.20,1.16,0.010,0.006," China, Jiashan County",1,1.50,1.50,1.50,1.50,0.010,0.008," China, Jiashan County",1,2.10,2.12,2.10,2.12,0.010,0.011," China, Jiashan County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Jiashan County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Jiashan County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Jiashan County",0,0.00,0.00,0.00,0.00,NULL,NULL,
Asia," China, Jiaxing City",6,0.50,0.19,0.30,0.120,NULL," China, Jiaxing City",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Jiaxing City",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Jiaxing City",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Jiaxing City",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Jiaxing City",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Jiaxing City",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Jiaxing City",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Jiaxing City",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Jiaxing City",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Jiaxing City",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Jiaxing City",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Jiaxing City",2,2.00,1.40,2.00,1.40,0.010,0.007," China, Jiaxing City",1,1.30,1.30,1.30,1.30,0.010,0.007," China, Jiaxing City",1,1.80,1.85,1.80,1.85,0.010,0.009," China, Jiaxing City",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Jiaxing City",1,2.80,2.83,2.80,2.83,0.010,0.014," China, Jiaxing City",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Jiaxing City",1,11.90,11.95,11.90,11.95,NULL,NULL,
Asia," China, Lianyungang",6,0.30,0.10,0.20,0.080,NULL," China, Lianyungang",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Lianyungang",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Lianyungang",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Lianyungang",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Lianyungang",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Lianyungang",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Lianyungang",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Lianyungang",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Lianyungang",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Lianyungang",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Lianyungang",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Lianyungang",1,0.90,0.87,0.90,0.87,0.000,0.004," China, Lianyungang",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Lianyungang",1,1.20,1.21,1.20,1.21,0.010,0.006," China, Lianyungang",1,1.80,1.81,1.80,1.81,0.010,0.009," China, Lianyungang",3,8.10,4.68,8.10,4.68,0.040,0.023," China, Lianyungang",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Lianyungang",0,0.00,0.00,0.00,0.00,NULL,NULL,
Asia," China, Linzhou County",8,0.30,0.10,0.30,0.100,NULL," China, Linzhou County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Linzhou County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Linzhou County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Linzhou County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Linzhou County",1,0.30,0.30,0.30,0.30,0.000,0.002," China, Linzhou County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Linzhou County",1,0.60,0.63,0.60,0.63,0.000,0.003," China, Linzhou County",1,0.50,0.49,0.50,0.49,0.000,0.002," China, Linzhou County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Linzhou County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Linzhou County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Linzhou County",2,1.20,0.86,1.20,0.86,0.010,0.004," China, Linzhou County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Linzhou County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Linzhou County",2,4.50,3.17,4.50,3.17,0.020,0.016," China, Linzhou County",1,3.20,3.17,3.20,3.17,0.020,0.016," China, Linzhou County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Linzhou County",0,0.00,0.00,0.00,0.00,NULL,NULL,
Asia," China, Liuzhou",6,0.30,0.11,0.20,0.090,NULL," China, Liuzhou",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Liuzhou",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Liuzhou",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Liuzhou",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Liuzhou",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Liuzhou",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Liuzhou",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Liuzhou",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Liuzhou",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Liuzhou",1,0.60,0.57,0.60,0.57,0.000,0.003," China, Liuzhou",1,0.70,0.74,0.70,0.74,0.000,0.004," China, Liuzhou",1,0.80,0.80,0.80,0.80,0.000,0.004," China, Liuzhou",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Liuzhou",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Liuzhou",2,4.00,2.81,4.00,2.81,0.020,0.014," China, Liuzhou",1,2.90,2.95,2.90,2.95,0.010,0.015," China, Liuzhou",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Liuzhou",0,0.00,0.00,0.00,0.00,NULL,NULL,
Asia," China, Maanshan",2,0.10,0.09,0.10,0.070,NULL," China, Maanshan",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Maanshan",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Maanshan",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Maanshan",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Maanshan",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Maanshan",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Maanshan",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Maanshan",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Maanshan",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Maanshan",2,1.60,1.16,1.60,1.16,0.010,0.006," China, Maanshan",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Maanshan",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Maanshan",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Maanshan",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Maanshan",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Maanshan",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Maanshan",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Maanshan",0,0.00,0.00,0.00,0.00,NULL,NULL,
Asia," China, Qidong County",7,0.30,0.10,0.10,0.050,NULL," China, Qidong County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Qidong County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Qidong County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Qidong County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Qidong County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Qidong County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Qidong County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Qidong County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Qidong County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Qidong County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Qidong County",1,0.40,0.37,0.40,0.37,0.000,0.002," China, Qidong County",1,0.40,0.42,0.40,0.42,0.000,0.002," China, Qidong County",1,0.60,0.56,0.60,0.56,0.000,0.003," China, Qidong County",1,0.80,0.84,0.80,0.84,0.000,0.004," China, Qidong County",1,0.90,0.92,0.90,0.92,0.000,0.005," China, Qidong County",1,1.20,1.25,1.20,1.25,0.010,0.006," China, Qidong County",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Qidong County",1,3.80,3.83,3.80,3.83,NULL,NULL,
Asia," China, Shanghai City",81,0.50,0.06,0.20,0.030,NULL," China, Shanghai City",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Shanghai City",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Shanghai City",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Shanghai City",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Shanghai City",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Shanghai City",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Shanghai City",1,0.10,0.10,0.10,0.10,0.000,0.001," China, Shanghai City",1,0.10,0.12,0.10,0.12,0.000,0.001," China, Shanghai City",2,0.20,0.17,0.20,0.17,0.000,0.001," China, Shanghai City",3,0.20,0.13,0.20,0.13,0.000,0.001," China, Shanghai City",7,0.40,0.14,0.40,0.14,0.000,0.001," China, Shanghai City",9,0.50,0.18,0.50,0.18,0.000,0.001," China, Shanghai City",7,0.60,0.23,0.60,0.23,0.000,0.001," China, Shanghai City",10,1.50,0.48,1.50,0.48,0.010,0.002," China, Shanghai City",9,1.60,0.55,1.60,0.55,0.010,0.003," China, Shanghai City",16,2.80,0.69,2.80,0.69,0.010,0.003," China, Shanghai City",9,2.40,0.80,2.40,0.80,0.010,0.004," China, Shanghai City",7,3.10,1.15,3.10,1.15,NULL,NULL,
Asia," China, Shenyang",49,0.60,0.08,0.30,0.050,NULL," China, Shenyang",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Shenyang",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Shenyang",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Shenyang",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Shenyang",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Shenyang",0,0.00,0.00,0.00,0.00,0.000,0.000," China, Shenyang",1,0.10,0.14,0.10,0.14,0.000,0.001," China, Shenyang",1,0.10,0.14,0.10,0.14,0.000,0.001," China, Shenyang",7,0.90,0.33,0.90,0.33,0.000,0.002," China, Shenyang",3,0.30,0.18,0.30,0.18,0.000,0.001," China, Shenyang",6,0.70,0.29,0.70,0.29,0.000,0.001," China, Shenyang",5,0.70,0.32,0.70,0.32,0.000,0.002," China, Shenyang",3,0.70,0.42,0.70,0.42,0.000,0.002," China, Shenyang",7,2.30,0.86,2.30,0.86,0.010,0.004," China, Shenyang",7,2.60,0.98,2.60,0.98,0.010,0.005," China, Shenyang",4,1.70,0.84,1.70,0.84,0.010,0.004," China, Shenyang",4,3.10,1.54,3.10,1.54,0.020,0.008," China, Shenyang",1,1.70,1.68,1.70,1.68,NULL,NULL,
Asia,"*China, Shexian County",3,0.30,0.17,0.30,0.160,NULL,"*China, Shexian County",0,0.00,0.00,0.00,0.00,0.000,0.000,"*China, Shexian County",0,0.00,0.00,0.00,0.00,0.000,0.000,"*China, Shexian County",0,0.00,0.00,0.00,0.00,0.000,0.000,"*China, Shexian County",0,0.00,0.00,0.00,0.00,0.000,0.000,"*China, Shexian County",0,0.00,0.00,0.00,0.00,0.000,0.000,"*China, Shexian County",0,0.00,0.00,0.00,0.00,0.000,0.000,"*China, Shexian County",0,0.00,0.00,0.00,0.00,0.000,0.000,"*China, Shexian County",0,0.00,0.00,0.00,0.00,0.000,0.000,"*China, Shexian County",0,0.00,0.00,0.00,0.00,0.000,0.000,"*China, Shexian County",1,1.20,1.23,1.20,1.23,0.010,0.006,"*China, Shexian County",0,0.00,0.00,0.00,0.00,0.000,0.000,"*China, Shexian County",0,0.00,0.00,0.00,0.00,0.000,0.000,"*China, Shexian County",1,2.30,2.34,2.30,2.34,0.010,0.012,"*China, Shexian County",1,3.70,3.72,3.70,3.72,0.020,0.019,"*China, Shexian County",0,0.00,0.00,0.00,0.00,0.000,0.000,"*China, Shexian County",0,0.00,0.00,0.00,0.00,0.000,0.000,"*China, Shexian County",0,0.00,0.00,0.00,0.00,0.000,0.000,"*China, Shexian County",0,0.00,0.00,0.00,0.00,NULL,NULL,
