,Breast(C50)-Female age 0-85+,,,,,,age 0-4,,,,,age 5-9,,,,,age 10-14,,,,,age 15-19,,,,,age 20-24,,,,,age 25-29,,,,,age 30-34,,,,,age 35-39,,,,age 40-44,,,,,,age 45-49,,,,age 50-54,,,,,age 55-59,,,,,age 60-64,,,,,age 65-69,,,,,age 70-74,,,,,age 75-79,,,,,age 80-84,,,,,age 85+,,,,,
Continent,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,https://ci5.iarc.fr/CI5I-X/Pages/table2_sel.aspx
Europe,  Slovenia (1998-2002),4910,96.2,58.8,..,  Slovenia (1998-2002),0,0,0,0,  Slovenia (1998-2002),0,0,0,0,  Slovenia (1998-2002),0,0,0,0,  Slovenia (1998-2002),0,0,0,0,  Slovenia (1998-2002),3,0.8,0.8,0,  Slovenia (1998-2002),18,5.1,5.1,0.03,  Slovenia (1998-2002),61,16.6,16.6,0.08,  Slovenia (1998-2002),161,42.1,42.1,0.21,  Slovenia (1998-2002),356,92.4,92.4,0.46,  Slovenia (1998-2002),552,143.2,143.2,0.72,  Slovenia (1998-2002),547,171.7,171.7,0.86,  Slovenia (1998-2002),514,182.3,182.3,0.91,  Slovenia (1998-2002),541,197.1,197.1,0.99,  Slovenia (1998-2002),614,223.7,223.7,1.12,  Slovenia (1998-2002),638,257.7,257.7,1.29,  Slovenia (1998-2002),496,260,260,1.3,  Slovenia (1998-2002),225,..,..,..,  Slovenia (1998-2002),184,..,..,..,
Europe,"  Spain, Albacete (1998-2001)",517,70.8,47.7,..,"  Spain, Albacete (1998-2001)",0,0,0,0,"  Spain, Albacete (1998-2001)",0,0,0,0,"  Spain, Albacete (1998-2001)",0,0,0,0,"  Spain, Albacete (1998-2001)",0,0,0,0,"  Spain, Albacete (1998-2001)",1,1.8,1.8,0.01,"  Spain, Albacete (1998-2001)",5,8.8,8.8,0.04,"  Spain, Albacete (1998-2001)",18,30.6,30.6,0.15,"  Spain, Albacete (1998-2001)",35,63.3,63.3,0.32,"  Spain, Albacete (1998-2001)",35,76.6,76.6,0.38,"  Spain, Albacete (1998-2001)",55,144.4,144.4,0.72,"  Spain, Albacete (1998-2001)",48,132.4,132.4,0.66,"  Spain, Albacete (1998-2001)",47,137.3,137.3,0.69,"  Spain, Albacete (1998-2001)",49,131.8,131.8,0.66,"  Spain, Albacete (1998-2001)",54,132.2,132.2,0.66,"  Spain, Albacete (1998-2001)",59,158.3,158.3,0.79,"  Spain, Albacete (1998-2001)",49,167.2,167.2,0.84,"  Spain, Albacete (1998-2001)",36,192.4,192.4,0.96,"  Spain, Albacete (1998-2001)",26,162.6,162.6,..,
Europe,"  Spain, Asturias (1996-2000)",2675,95.1,54.1,..,"  Spain, Asturias (1996-2000)",0,0,0,0,"  Spain, Asturias (1996-2000)",0,0,0,0,"  Spain, Asturias (1996-2000)",0,0,0,0,"  Spain, Asturias (1996-2000)",0,0,0,0,"  Spain, Asturias (1996-2000)",2,0.9,1,0,"  Spain, Asturias (1996-2000)",12,6.1,6.2,0.03,"  Spain, Asturias (1996-2000)",37,18.8,19.1,0.1,"  Spain, Asturias (1996-2000)",101,48.4,49.3,0.25,"  Spain, Asturias (1996-2000)",192,94.1,95.8,0.48,"  Spain, Asturias (1996-2000)",243,128.9,131.2,0.66,"  Spain, Asturias (1996-2000)",283,160.1,162.9,0.81,"  Spain, Asturias (1996-2000)",254,195.5,199,0.99,"  Spain, Asturias (1996-2000)",276,160.9,163.7,0.82,"  Spain, Asturias (1996-2000)",328,177.1,180.2,0.9,"  Spain, Asturias (1996-2000)",300,181.5,184.7,0.92,"  Spain, Asturias (1996-2000)",261,198.2,201.7,1.01,"  Spain, Asturias (1996-2000)",167,184.2,187.4,0.94,"  Spain, Asturias (1996-2000)",173,209,212.7,..,
Europe,"  Spain, Basque Country (1998-2001)",4454,104.4,64.3,..,"  Spain, Basque Country (1998-2001)",0,0,0,0,"  Spain, Basque Country (1998-2001)",0,0,0,0,"  Spain, Basque Country (1998-2001)",0,0,0,0,"  Spain, Basque Country (1998-2001)",0,0,0,0,"  Spain, Basque Country (1998-2001)",0,0,0,0,"  Spain, Basque Country (1998-2001)",29,8.5,8.5,0.04,"  Spain, Basque Country (1998-2001)",73,21.7,21.8,0.11,"  Spain, Basque Country (1998-2001)",170,50,50.1,0.25,"  Spain, Basque Country (1998-2001)",370,115.2,115.4,0.58,"  Spain, Basque Country (1998-2001)",475,161.6,161.8,0.81,"  Spain, Basque Country (1998-2001)",598,216,216.4,1.08,"  Spain, Basque Country (1998-2001)",548,220.5,220.9,1.1,"  Spain, Basque Country (1998-2001)",541,244,244.5,1.22,"  Spain, Basque Country (1998-2001)",442,183.3,183.6,0.92,"  Spain, Basque Country (1998-2001)",368,173,173.3,0.87,"  Spain, Basque Country (1998-2001)",328,195.7,196,0.98,"  Spain, Basque Country (1998-2001)",279,246.2,246.6,1.23,"  Spain, Basque Country (1998-2001)",225,217.1,217.4,..,
Europe,"  Spain, Canary Islands (1997-2001)",2998,82.1,60.2,..,"  Spain, Canary Islands (1997-2001)",0,0,0,0,"  Spain, Canary Islands (1997-2001)",0,0,0,0,"  Spain, Canary Islands (1997-2001)",0,0,0,0,"  Spain, Canary Islands (1997-2001)",1,0.4,0.4,0,"  Spain, Canary Islands (1997-2001)",1,0.3,0.3,0,"  Spain, Canary Islands (1997-2001)",20,5.8,5.8,0.03,"  Spain, Canary Islands (1997-2001)",48,14.3,14.3,0.07,"  Spain, Canary Islands (1997-2001)",131,42.7,42.8,0.21,"  Spain, Canary Islands (1997-2001)",235,91.9,92,0.46,"  Spain, Canary Islands (1997-2001)",320,144.8,144.9,0.72,"  Spain, Canary Islands (1997-2001)",326,164,164.1,0.82,"  Spain, Canary Islands (1997-2001)",328,187.7,187.9,0.94,"  Spain, Canary Islands (1997-2001)",354,216.4,216.6,1.08,"  Spain, Canary Islands (1997-2001)",386,242.7,242.9,1.21,"  Spain, Canary Islands (1997-2001)",281,234.1,234.2,1.17,"  Spain, Canary Islands (1997-2001)",236,274.6,274.8,1.37,"  Spain, Canary Islands (1997-2001)",181,311.7,311.9,1.56,"  Spain, Canary Islands (1997-2001)",148,283.2,283.4,..,
Europe,"  Spain, Cuenca (1998-2002)",389,77.2,45.2,..,"  Spain, Cuenca (1998-2002)",0,0,0,0,"  Spain, Cuenca (1998-2002)",0,0,0,0,"  Spain, Cuenca (1998-2002)",0,0,0,0,"  Spain, Cuenca (1998-2002)",0,0,0,0,"  Spain, Cuenca (1998-2002)",1,3.2,3.2,0.02,"  Spain, Cuenca (1998-2002)",0,0,0,0,"  Spain, Cuenca (1998-2002)",8,22.9,22.9,0.11,"  Spain, Cuenca (1998-2002)",16,44.7,44.7,0.22,"  Spain, Cuenca (1998-2002)",26,88,88,0.44,"  Spain, Cuenca (1998-2002)",34,139.1,139.1,0.7,"  Spain, Cuenca (1998-2002)",29,120.5,120.5,0.6,"  Spain, Cuenca (1998-2002)",30,116,116,0.58,"  Spain, Cuenca (1998-2002)",50,163.5,163.5,0.82,"  Spain, Cuenca (1998-2002)",49,138.3,138.3,0.69,"  Spain, Cuenca (1998-2002)",51,150.2,150.2,0.75,"  Spain, Cuenca (1998-2002)",45,156.9,156.9,0.78,"  Spain, Cuenca (1998-2002)",26,133.7,133.7,0.67,"  Spain, Cuenca (1998-2002)",24,129.8,129.8,..,
Europe,"  Spain, Girona (1998-2002)",1460,105.9,66.5,..,"  Spain, Girona (1998-2002)",0,0,0,0,"  Spain, Girona (1998-2002)",0,0,0,0,"  Spain, Girona (1998-2002)",0,0,0,0,"  Spain, Girona (1998-2002)",0,0,0,0,"  Spain, Girona (1998-2002)",1,1,1,0,"  Spain, Girona (1998-2002)",5,4.6,4.6,0.02,"  Spain, Girona (1998-2002)",23,21.5,21.5,0.11,"  Spain, Girona (1998-2002)",61,56.4,56.5,0.28,"  Spain, Girona (1998-2002)",106,104.3,104.3,0.52,"  Spain, Girona (1998-2002)",158,176.9,177,0.89,"  Spain, Girona (1998-2002)",157,190.5,190.7,0.95,"  Spain, Girona (1998-2002)",162,233.2,233.3,1.17,"  Spain, Girona (1998-2002)",153,247.1,247.2,1.24,"  Spain, Girona (1998-2002)",154,210,210.2,1.05,"  Spain, Girona (1998-2002)",152,221.9,222.1,1.11,"  Spain, Girona (1998-2002)",148,254.3,254.5,1.27,"  Spain, Girona (1998-2002)",95,242.7,242.9,1.21,"  Spain, Girona (1998-2002)",84,251.9,252.1,..,
Europe,"  Spain, Granada (1998-2002)",1651,79.8,55.9,..,"  Spain, Granada (1998-2002)",0,0,0,0,"  Spain, Granada (1998-2002)",0,0,0,0,"  Spain, Granada (1998-2002)",0,0,0,0,"  Spain, Granada (1998-2002)",0,0,0,0,"  Spain, Granada (1998-2002)",1,0.6,0.6,0,"  Spain, Granada (1998-2002)",11,6.7,6.7,0.03,"  Spain, Granada (1998-2002)",34,20.5,20.5,0.1,"  Spain, Granada (1998-2002)",82,51.6,51.6,0.26,"  Spain, Granada (1998-2002)",144,104.6,104.6,0.52,"  Spain, Granada (1998-2002)",156,137.4,137.4,0.69,"  Spain, Granada (1998-2002)",199,184.3,184.3,0.92,"  Spain, Granada (1998-2002)",171,173.6,173.6,0.87,"  Spain, Granada (1998-2002)",214,209,209,1.04,"  Spain, Granada (1998-2002)",189,167.5,167.5,0.84,"  Spain, Granada (1998-2002)",182,184.3,184.3,0.92,"  Spain, Granada (1998-2002)",130,172,172,0.86,"  Spain, Granada (1998-2002)",84,178,178,0.89,"  Spain, Granada (1998-2002)",54,132,132,..,
Europe,"  Spain, Murcia (1997-2001)",2282,78.9,57.3,..,"  Spain, Murcia (1997-2001)",0,0,0,0,"  Spain, Murcia (1997-2001)",0,0,0,0,"  Spain, Murcia (1997-2001)",0,0,0,0,"  Spain, Murcia (1997-2001)",1,0.5,0.5,0,"  Spain, Murcia (1997-2001)",2,0.8,0.8,0,"  Spain, Murcia (1997-2001)",20,8.2,8.2,0.04,"  Spain, Murcia (1997-2001)",55,22.9,22.9,0.11,"  Spain, Murcia (1997-2001)",140,64,64,0.32,"  Spain, Murcia (1997-2001)",192,102.1,102.1,0.51,"  Spain, Murcia (1997-2001)",233,144.9,144.9,0.72,"  Spain, Murcia (1997-2001)",260,173.3,173.3,0.87,"  Spain, Murcia (1997-2001)",226,172.5,172.5,0.86,"  Spain, Murcia (1997-2001)",274,199.6,199.6,1,"  Spain, Murcia (1997-2001)",237,167.6,167.6,0.84,"  Spain, Murcia (1997-2001)",247,197.6,197.6,0.99,"  Spain, Murcia (1997-2001)",198,212.8,212.8,1.06,"  Spain, Murcia (1997-2001)",106,182.5,182.5,0.91,"  Spain, Murcia (1997-2001)",91,183.8,183.8,..,
Europe,"  Spain, Navarra (1998-2002)",1447,103.8,66.2,..,"  Spain, Navarra (1998-2002)",0,0,0,0,"  Spain, Navarra (1998-2002)",0,0,0,0,"  Spain, Navarra (1998-2002)",0,0,0,0,"  Spain, Navarra (1998-2002)",0,0,0,0,"  Spain, Navarra (1998-2002)",1,1,1,0,"  Spain, Navarra (1998-2002)",7,6.2,6.2,0.03,"  Spain, Navarra (1998-2002)",27,24.1,24.1,0.12,"  Spain, Navarra (1998-2002)",73,67.8,67.8,0.34,"  Spain, Navarra (1998-2002)",132,133.3,133.3,0.67,"  Spain, Navarra (1998-2002)",175,196.9,196.9,0.98,"  Spain, Navarra (1998-2002)",168,194.8,194.8,0.97,"  Spain, Navarra (1998-2002)",154,209.1,209.1,1.05,"  Spain, Navarra (1998-2002)",140,215.8,215.8,1.08,"  Spain, Navarra (1998-2002)",138,191.5,191.5,0.96,"  Spain, Navarra (1998-2002)",123,178.2,178.2,0.89,"  Spain, Navarra (1998-2002)",128,213.5,213.5,1.07,"  Spain, Navarra (1998-2002)",95,223.1,223.1,1.12,"  Spain, Navarra (1998-2002)",86,207.8,207.8,..,
Europe,"  Spain, Tarragona (1998-2001)",1232,103.3,64.1,..,"  Spain, Tarragona (1998-2001)",0,0,0,0,"  Spain, Tarragona (1998-2001)",0,0,0,0,"  Spain, Tarragona (1998-2001)",0,0,0,0,"  Spain, Tarragona (1998-2001)",0,0,0,0,"  Spain, Tarragona (1998-2001)",0,0,0,0,"  Spain, Tarragona (1998-2001)",6,6.5,6.6,0.03,"  Spain, Tarragona (1998-2001)",25,27.6,27.9,0.14,"  Spain, Tarragona (1998-2001)",43,47.5,48,0.24,"  Spain, Tarragona (1998-2001)",85,101,102,0.51,"  Spain, Tarragona (1998-2001)",129,169.5,171.2,0.86,"  Spain, Tarragona (1998-2001)",137,189.2,191.1,0.96,"  Spain, Tarragona (1998-2001)",120,197.4,199.3,1,"  Spain, Tarragona (1998-2001)",127,219.1,221.2,1.11,"  Spain, Tarragona (1998-2001)",143,220.1,222.3,1.11,"  Spain, Tarragona (1998-2001)",135,228.2,230.4,1.15,"  Spain, Tarragona (1998-2001)",115,233.8,236.1,1.18,"  Spain, Tarragona (1998-2001)",73,223.6,225.8,1.13,"  Spain, Tarragona (1998-2001)",82,287.7,290.6,..,
Europe,"  Spain, Zaragoza (1996-2000)",1998,92.4,54.6,..,"  Spain, Zaragoza (1996-2000)",0,0,0,0,"  Spain, Zaragoza (1996-2000)",0,0,0,0,"  Spain, Zaragoza (1996-2000)",0,0,0,0,"  Spain, Zaragoza (1996-2000)",0,0,0,0,"  Spain, Zaragoza (1996-2000)",2,1.3,1.3,0.01,"  Spain, Zaragoza (1996-2000)",7,4.4,4.4,0.02,"  Spain, Zaragoza (1996-2000)",32,20.1,20.2,0.1,"  Spain, Zaragoza (1996-2000)",103,65.5,65.6,0.33,"  Spain, Zaragoza (1996-2000)",153,104.5,104.6,0.52,"  Spain, Zaragoza (1996-2000)",188,136.3,136.5,0.68,"  Spain, Zaragoza (1996-2000)",202,150.6,150.8,0.75,"  Spain, Zaragoza (1996-2000)",185,163.1,163.2,0.82,"  Spain, Zaragoza (1996-2000)",211,173.8,174,0.87,"  Spain, Zaragoza (1996-2000)",248,188.3,188.5,0.94,"  Spain, Zaragoza (1996-2000)",237,198.3,198.5,0.99,"  Spain, Zaragoza (1996-2000)",208,208.9,209.1,1.05,"  Spain, Zaragoza (1996-2000)",125,189.8,190,0.95,"  Spain, Zaragoza (1996-2000)",95,164.4,164.6,..,
Europe,  Sweden (1998-2002),29643,132.1,78.9,..,  Sweden (1998-2002),0,0,0,0,  Sweden (1998-2002),0,0,0,0,  Sweden (1998-2002),0,0,0,0,  Sweden (1998-2002),1,0.1,0.1,0,  Sweden (1998-2002),10,0.8,0.8,0,  Sweden (1998-2002),74,5.1,5.1,0.03,  Sweden (1998-2002),307,19.8,19.8,0.1,  Sweden (1998-2002),701,46.2,46.2,0.23,  Sweden (1998-2002),1504,104.7,104.7,0.52,  Sweden (1998-2002),2545,174.3,174.3,0.87,  Sweden (1998-2002),3866,243.3,243.3,1.22,  Sweden (1998-2002),4171,295.2,295.2,1.48,  Sweden (1998-2002),3590,324.8,324.8,1.62,  Sweden (1998-2002),3172,316.6,316.6,1.58,  Sweden (1998-2002),2824,283.3,283.3,1.42,  Sweden (1998-2002),2476,255.4,255.4,1.28,  Sweden (1998-2002),2296,307.5,307.5,1.54,  Sweden (1998-2002),2106,300,300,..,
Europe,"  Switzerland, Geneva (1998-2002)",1759,163.5,103,..,"  Switzerland, Geneva (1998-2002)",0,0,0,0,"  Switzerland, Geneva (1998-2002)",0,0,0,0,"  Switzerland, Geneva (1998-2002)",0,0,0,0,"  Switzerland, Geneva (1998-2002)",0,0,0,0,"  Switzerland, Geneva (1998-2002)",1,1.5,1.5,0.01,"  Switzerland, Geneva (1998-2002)",7,8.9,8.9,0.04,"  Switzerland, Geneva (1998-2002)",17,19,19,0.09,"  Switzerland, Geneva (1998-2002)",41,45,45,0.23,"  Switzerland, Geneva (1998-2002)",107,134.2,134.2,0.67,"  Switzerland, Geneva (1998-2002)",165,222.4,222.4,1.11,"  Switzerland, Geneva (1998-2002)",226,297.4,297.4,1.49,"  Switzerland, Geneva (1998-2002)",281,406.3,406.3,2.03,"  Switzerland, Geneva (1998-2002)",260,488,488,2.44,"  Switzerland, Geneva (1998-2002)",194,415.4,415.4,2.08,"  Switzerland, Geneva (1998-2002)",135,323.9,323.9,1.62,"  Switzerland, Geneva (1998-2002)",139,389.8,389.8,1.95,"  Switzerland, Geneva (1998-2002)",89,359.9,359.9,1.8,"  Switzerland, Geneva (1998-2002)",97,322.4,322.4,..,
Europe,"  Switzerland, Graubunden (1998-2002)",675,118.7,71.4,..,"  Switzerland, Graubunden (1998-2002)",0,0,0,0,"  Switzerland, Graubunden (1998-2002)",0,0,0,0,"  Switzerland, Graubunden (1998-2002)",0,0,0,0,"  Switzerland, Graubunden (1998-2002)",0,0,0,0,"  Switzerland, Graubunden (1998-2002)",0,0,0,0,"  Switzerland, Graubunden (1998-2002)",5,13.5,13.5,0.07,"  Switzerland, Graubunden (1998-2002)",9,19.9,19.9,0.1,"  Switzerland, Graubunden (1998-2002)",21,45.3,45.3,0.23,"  Switzerland, Graubunden (1998-2002)",34,81.3,81.3,0.41,"  Switzerland, Graubunden (1998-2002)",63,166.6,166.6,0.83,"  Switzerland, Graubunden (1998-2002)",70,195.8,195.8,0.98,"  Switzerland, Graubunden (1998-2002)",74,236.1,236.1,1.18,"  Switzerland, Graubunden (1998-2002)",86,314.1,314.1,1.57,"  Switzerland, Graubunden (1998-2002)",67,261.9,261.9,1.31,"  Switzerland, Graubunden (1998-2002)",57,234.5,234.5,1.17,"  Switzerland, Graubunden (1998-2002)",77,359.7,359.7,1.8,"  Switzerland, Graubunden (1998-2002)",60,380.8,380.8,1.9,"  Switzerland, Graubunden (1998-2002)",52,334.5,334.5,..,
Europe,"  Switzerland, Neuchatel (1998-2002)",653,152.3,90.3,..,"  Switzerland, Neuchatel (1998-2002)",0,0,0,0,"  Switzerland, Neuchatel (1998-2002)",0,0,0,0,"  Switzerland, Neuchatel (1998-2002)",0,0,0,0,"  Switzerland, Neuchatel (1998-2002)",1,4.5,4.5,0.02,"  Switzerland, Neuchatel (1998-2002)",0,0,0,0,"  Switzerland, Neuchatel (1998-2002)",0,0,0,0,"  Switzerland, Neuchatel (1998-2002)",6,18.1,18.1,0.09,"  Switzerland, Neuchatel (1998-2002)",16,48.6,48.6,0.24,"  Switzerland, Neuchatel (1998-2002)",32,107.8,107.8,0.54,"  Switzerland, Neuchatel (1998-2002)",52,185,185,0.93,"  Switzerland, Neuchatel (1998-2002)",90,316.7,316.7,1.58,"  Switzerland, Neuchatel (1998-2002)",81,323.6,323.6,1.62,"  Switzerland, Neuchatel (1998-2002)",71,343.5,343.5,1.72,"  Switzerland, Neuchatel (1998-2002)",79,375.2,375.2,1.88,"  Switzerland, Neuchatel (1998-2002)",73,365.8,365.8,1.83,"  Switzerland, Neuchatel (1998-2002)",75,416.1,416.1,2.08,"  Switzerland, Neuchatel (1998-2002)",46,368.1,368.1,1.84,"  Switzerland, Neuchatel (1998-2002)",31,241.4,241.4,..,
Europe,"  Switzerland, St Gall-Appenzell (1998-2002)",1395,106.5,68,..,"  Switzerland, St Gall-Appenzell (1998-2002)",0,0,0,0,"  Switzerland, St Gall-Appenzell (1998-2002)",0,0,0,0,"  Switzerland, St Gall-Appenzell (1998-2002)",0,0,0,0,"  Switzerland, St Gall-Appenzell (1998-2002)",0,0,0,0,"  Switzerland, St Gall-Appenzell (1998-2002)",0,0,0,0,"  Switzerland, St Gall-Appenzell (1998-2002)",5,5.9,5.9,0.03,"  Switzerland, St Gall-Appenzell (1998-2002)",15,14.5,14.5,0.07,"  Switzerland, St Gall-Appenzell (1998-2002)",45,42.2,42.2,0.21,"  Switzerland, St Gall-Appenzell (1998-2002)",104,109.1,109.1,0.55,"  Switzerland, St Gall-Appenzell (1998-2002)",124,145.5,145.5,0.73,"  Switzerland, St Gall-Appenzell (1998-2002)",159,200.3,200.3,1,"  Switzerland, St Gall-Appenzell (1998-2002)",177,248.4,248.4,1.24,"  Switzerland, St Gall-Appenzell (1998-2002)",168,274.5,274.5,1.37,"  Switzerland, St Gall-Appenzell (1998-2002)",134,240.3,240.3,1.2,"  Switzerland, St Gall-Appenzell (1998-2002)",131,251.6,251.6,1.26,"  Switzerland, St Gall-Appenzell (1998-2002)",120,255.6,255.6,1.28,"  Switzerland, St Gall-Appenzell (1998-2002)",109,324.1,324.1,1.62,"  Switzerland, St Gall-Appenzell (1998-2002)",104,296.7,296.7,..,
Europe,"  Switzerland, Ticino (1998-2002)",1130,139.7,78,..,"  Switzerland, Ticino (1998-2002)",0,0,0,0,"  Switzerland, Ticino (1998-2002)",0,0,0,0,"  Switzerland, Ticino (1998-2002)",0,0,0,0,"  Switzerland, Ticino (1998-2002)",0,0,0,0,"  Switzerland, Ticino (1998-2002)",1,2.3,2.3,0.01,"  Switzerland, Ticino (1998-2002)",3,5.5,5.5,0.03,"  Switzerland, Ticino (1998-2002)",13,19.8,19.8,0.1,"  Switzerland, Ticino (1998-2002)",45,68.6,68.6,0.34,"  Switzerland, Ticino (1998-2002)",58,101.9,101.9,0.51,"  Switzerland, Ticino (1998-2002)",106,198.3,198.3,0.99,"  Switzerland, Ticino (1998-2002)",118,213.7,213.7,1.07,"  Switzerland, Ticino (1998-2002)",146,277.8,277.8,1.39,"  Switzerland, Ticino (1998-2002)",125,267.1,267.1,1.34,"  Switzerland, Ticino (1998-2002)",126,297.6,297.6,1.49,"  Switzerland, Ticino (1998-2002)",124,324.2,324.2,1.62,"  Switzerland, Ticino (1998-2002)",101,298.3,298.3,1.49,"  Switzerland, Ticino (1998-2002)",72,303.2,303.2,1.52,"  Switzerland, Ticino (1998-2002)",92,326,326,..,
Europe,"  Switzerland, Valais (1998-2002)",975,138.6,90.7,..,"  Switzerland, Valais (1998-2002)",0,0,0,0,"  Switzerland, Valais (1998-2002)",0,0,0,0,"  Switzerland, Valais (1998-2002)",0,0,0,0,"  Switzerland, Valais (1998-2002)",0,0,0,0,"  Switzerland, Valais (1998-2002)",0,0,0,0,"  Switzerland, Valais (1998-2002)",2,4.1,4.1,0.02,"  Switzerland, Valais (1998-2002)",21,37.2,37.2,0.19,"  Switzerland, Valais (1998-2002)",31,52.5,52.5,0.26,"  Switzerland, Valais (1998-2002)",58,112.9,112.9,0.56,"  Switzerland, Valais (1998-2002)",91,196.8,196.8,0.98,"  Switzerland, Valais (1998-2002)",123,273.3,273.3,1.37,"  Switzerland, Valais (1998-2002)",150,381.4,381.4,1.91,"  Switzerland, Valais (1998-2002)",107,319.3,319.3,1.6,"  Switzerland, Valais (1998-2002)",137,427.5,427.5,2.14,"  Switzerland, Valais (1998-2002)",75,265.4,265.4,1.33,"  Switzerland, Valais (1998-2002)",83,338.8,338.8,1.69,"  Switzerland, Valais (1998-2002)",49,298.7,298.7,1.49,"  Switzerland, Valais (1998-2002)",48,332.3,332.3,..,
Europe,"  Switzerland, Vaud (1998-2002)",2547,160.1,99.1,..,"  Switzerland, Vaud (1998-2002)",0,0,0,0,"  Switzerland, Vaud (1998-2002)",0,0,0,0,"  Switzerland, Vaud (1998-2002)",0,0,0,0,"  Switzerland, Vaud (1998-2002)",0,0,0,0,"  Switzerland, Vaud (1998-2002)",1,1.1,1.1,0.01,"  Switzerland, Vaud (1998-2002)",5,4.6,4.6,0.02,"  Switzerland, Vaud (1998-2002)",38,30.2,30.2,0.15,"  Switzerland, Vaud (1998-2002)",78,61.1,61.1,0.31,"  Switzerland, Vaud (1998-2002)",149,130,130,0.65,"  Switzerland, Vaud (1998-2002)",241,227.1,227.1,1.14,"  Switzerland, Vaud (1998-2002)",308,283.7,283.7,1.42,"  Switzerland, Vaud (1998-2002)",339,354.5,354.5,1.77,"  Switzerland, Vaud (1998-2002)",298,392.2,392.2,1.96,"  Switzerland, Vaud (1998-2002)",304,429.6,429.6,2.15,"  Switzerland, Vaud (1998-2002)",258,384.4,384.4,1.92,"  Switzerland, Vaud (1998-2002)",221,362.4,362.4,1.81,"  Switzerland, Vaud (1998-2002)",170,393.5,393.5,1.97,"  Switzerland, Vaud (1998-2002)",137,301.7,301.7,..,
Europe,  The Netherlands (1998-2002),56440,140.3,90.3,..,  The Netherlands (1998-2002),0,0,0,0,  The Netherlands (1998-2002),0,0,0,0,  The Netherlands (1998-2002),0,0,0,0,  The Netherlands (1998-2002),9,0.4,0.4,0,  The Netherlands (1998-2002),41,1.7,1.7,0.01,  The Netherlands (1998-2002),261,9.2,9.2,0.05,  The Netherlands (1998-2002),944,29.4,29.4,0.15,  The Netherlands (1998-2002),2256,70,70,0.35,  The Netherlands (1998-2002),4079,134.9,134.9,0.67,  The Netherlands (1998-2002),6098,216,216,1.08,  The Netherlands (1998-2002),7826,280.2,280.2,1.4,  The Netherlands (1998-2002),6101,277.9,277.9,1.39,  The Netherlands (1998-2002),5714,309.3,309.3,1.55,  The Netherlands (1998-2002),5515,325.8,325.8,1.63,  The Netherlands (1998-2002),6077,391.5,391.5,1.96,  The Netherlands (1998-2002),4979,366.4,366.4,1.83,  The Netherlands (1998-2002),3641,386,386,1.93,  The Netherlands (1998-2002),2899,346.1,346.1,..,
Europe,"  UK, East Anglia (1998-2002)",9817,141.5,84.4,..,"  UK, East Anglia (1998-2002)",0,0,0,0,"  UK, East Anglia (1998-2002)",0,0,0,0,"  UK, East Anglia (1998-2002)",0,0,0,0,"  UK, East Anglia (1998-2002)",0,0,0,0,"  UK, East Anglia (1998-2002)",6,1.6,1.6,0.01,"  UK, East Anglia (1998-2002)",35,7.8,7.8,0.04,"  UK, East Anglia (1998-2002)",138,27.1,27.1,0.14,"  UK, East Anglia (1998-2002)",305,59.5,59.5,0.3,"  UK, East Anglia (1998-2002)",493,105.8,105.8,0.53,"  UK, East Anglia (1998-2002)",817,182.4,182.4,0.91,"  UK, East Anglia (1998-2002)",1345,278.9,278.9,1.39,"  UK, East Anglia (1998-2002)",1193,296.6,296.6,1.48,"  UK, East Anglia (1998-2002)",1152,332.6,332.6,1.66,"  UK, East Anglia (1998-2002)",906,278.9,278.9,1.39,"  UK, East Anglia (1998-2002)",977,321.1,321.1,1.61,"  UK, East Anglia (1998-2002)",959,344.4,344.4,1.72,"  UK, East Anglia (1998-2002)",723,372.6,372.6,1.86,"  UK, East Anglia (1998-2002)",768,393.8,393.8,..,
