,Breast(C50)-Male age 0-85+,,,,,,age 0-4,,,,,age 5-9,,,,,age 10-14,,,,,age 15-19,,,,,age 20-24,,,,,age 25-29,,,,,age 30-34,,,,,age 35-39,,,,age 40-44,,,,,,age 45-49,,,,age 50-54,,,,,age 55-59,,,,,age 60-64,,,,,age 65-69,,,,,age 70-74,,,,,age 75-79,,,,,age 80-84,,,,,age 85+,,,,,https://ci5.iarc.fr/CI5-XI/Pages/summary_table_site_sel.aspx
Continent,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,
Asia," China, Zhongshan City",802,35.5 (1.25),26.1 (0.94),..," China, Zhongshan City",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," China, Zhongshan City",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," China, Zhongshan City",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," China, Zhongshan City",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," China, Zhongshan City",2,1.0 (0.69),1.0 (0.69),0.00 (0.003)," China, Zhongshan City",10,5.2 (1.64),5.2 (1.64),0.03 (0.008)," China, Zhongshan City",25,13.7 (2.74),13.7 (2.74),0.07 (0.014)," China, Zhongshan City",79,38.6 (4.34),38.6 (4.34),0.19 (0.022)," China, Zhongshan City",126,59.0 (5.26),59.0 (5.26),0.30 (0.026)," China, Zhongshan City",158,85.1 (6.77),85.1 (6.77),0.43 (0.034)," China, Zhongshan City",109,85.5 (8.19),85.5 (8.19),0.43 (0.041)," China, Zhongshan City",116,83.2 (7.72),83.2 (7.72),0.42 (0.039)," China, Zhongshan City",80,74.9 (8.38),74.9 (8.38),0.37 (0.042)," China, Zhongshan City",28,44.9 (8.48),44.9 (8.48),0.22 (0.042)," China, Zhongshan City",27,52.1 (10.02),52.1 (10.02),0.26 (0.050)," China, Zhongshan City",22,48.5 (10.33),48.5 (10.33),0.24 (0.052)," China, Zhongshan City",11,35.4 (10.66),35.4 (10.66),0.18 (0.053)," China, Zhongshan City",9,35.5 (11.83),35.5 (11.83),..,
Asia," China, Zhuhai",673,44.0 (1.70),34.8 (1.41),..," China, Zhuhai",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," China, Zhuhai",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," China, Zhuhai",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," China, Zhuhai",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," China, Zhuhai",5,3.7 (1.64),3.7 (1.64),0.02 (0.008)," China, Zhuhai",17,12.9 (3.14),12.9 (3.14),0.06 (0.016)," China, Zhuhai",29,20.0 (3.71),20.0 (3.71),0.10 (0.019)," China, Zhuhai",80,44.7 (5.00),44.7 (5.00),0.22 (0.025)," China, Zhuhai",119,71.6 (6.56),71.6 (6.56),0.36 (0.033)," China, Zhuhai",140,110.7 (9.36),110.7 (9.36),0.55 (0.047)," China, Zhuhai",79,95.4 (10.73),95.4 (10.73),0.48 (0.054)," China, Zhuhai",69,94.3 (11.35),94.3 (11.35),0.47 (0.057)," China, Zhuhai",58,114.8 (15.08),114.8 (15.08),0.57 (0.075)," China, Zhuhai",34,103.6 (17.77),103.6 (17.77),0.52 (0.089)," China, Zhuhai",19,70.7 (16.22),70.7 (16.22),0.35 (0.081)," China, Zhuhai",10,47.9 (15.15),47.9 (15.15),0.24 (0.076)," China, Zhuhai",7,51.0 (19.28),51.0 (19.28),0.26 (0.096)," China, Zhuhai",7,52.5 (19.85),52.5 (19.85),..,
Asia,"*India, Ahmedabad",314,10.4 (0.59),11.6 (0.66),..,"*India, Ahmedabad",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Ahmedabad",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Ahmedabad",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Ahmedabad",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Ahmedabad",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Ahmedabad",9,3.8 (1.26),3.8 (1.26),0.02 (0.006),"*India, Ahmedabad",22,9.6 (2.05),9.6 (2.05),0.05 (0.010),"*India, Ahmedabad",27,13.0 (2.51),13.0 (2.51),0.07 (0.013),"*India, Ahmedabad",37,20.3 (3.34),20.3 (3.34),0.10 (0.017),"*India, Ahmedabad",48,31.5 (4.54),31.5 (4.54),0.16 (0.023),"*India, Ahmedabad",54,43.2 (5.88),43.2 (5.88),0.22 (0.029),"*India, Ahmedabad",45,44.1 (6.58),44.1 (6.58),0.22 (0.033),"*India, Ahmedabad",26,27.4 (5.38),27.4 (5.38),0.14 (0.027),"*India, Ahmedabad",29,41.5 (7.70),41.5 (7.70),0.21 (0.039),"*India, Ahmedabad",11,19.8 (5.97),19.8 (5.97),0.10 (0.030),"*India, Ahmedabad",4,..,..,..,"*India, Ahmedabad",2,..,..,..,"*India, Ahmedabad",0,..,..,..,
Asia,"*India, Bangalore",5577,29.4 (0.39),35.1 (0.48),..,"*India, Bangalore",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Bangalore",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Bangalore",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Bangalore",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Bangalore",19,0.9 (0.20),0.9 (0.20),0.00 (0.001),"*India, Bangalore",80,3.3 (0.37),3.3 (0.37),0.02 (0.002),"*India, Bangalore",235,13.0 (0.85),13.0 (0.85),0.06 (0.004),"*India, Bangalore",398,25.0 (1.25),25.0 (1.25),0.12 (0.006),"*India, Bangalore",503,44.5 (1.99),44.6 (1.99),0.22 (0.010),"*India, Bangalore",719,70.8 (2.64),70.9 (2.64),0.35 (0.013),"*India, Bangalore",799,103.2 (3.65),103.3 (3.65),0.52 (0.018),"*India, Bangalore",853,135.2 (4.63),135.3 (4.63),0.68 (0.023),"*India, Bangalore",693,127.4 (4.84),127.5 (4.84),0.64 (0.024),"*India, Bangalore",524,145.9 (6.37),146.0 (6.38),0.73 (0.032),"*India, Bangalore",352,149.1 (7.95),149.2 (7.95),0.75 (0.040),"*India, Bangalore",198,..,..,..,"*India, Bangalore",110,..,..,..,"*India, Bangalore",90,..,..,..,
Asia,"*India; Barshi, Paranda, and Bhum",135,11.6 (1.00),11.4 (1.00),..,"*India; Barshi, Paranda, and Bhum",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India; Barshi, Paranda, and Bhum",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India; Barshi, Paranda, and Bhum",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India; Barshi, Paranda, and Bhum",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India; Barshi, Paranda, and Bhum",1,1.0 (0.97),1.0 (0.97),0.00 (0.005),"*India; Barshi, Paranda, and Bhum",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India; Barshi, Paranda, and Bhum",6,7.3 (2.99),7.3 (2.99),0.04 (0.015),"*India; Barshi, Paranda, and Bhum",13,16.0 (4.45),16.0 (4.45),0.08 (0.022),"*India; Barshi, Paranda, and Bhum",20,28.7 (6.42),28.7 (6.42),0.14 (0.032),"*India; Barshi, Paranda, and Bhum",23,40.2 (8.39),40.2 (8.39),0.20 (0.042),"*India; Barshi, Paranda, and Bhum",16,33.9 (8.48),33.9 (8.48),0.17 (0.042),"*India; Barshi, Paranda, and Bhum",13,31.9 (8.86),31.9 (8.86),0.16 (0.044),"*India; Barshi, Paranda, and Bhum",8,15.8 (5.60),15.8 (5.60),0.08 (0.028),"*India; Barshi, Paranda, and Bhum",23,47.7 (9.96),47.7 (9.96),0.24 (0.050),"*India; Barshi, Paranda, and Bhum",10,31.6 (9.99),31.6 (9.99),0.16 (0.050),"*India; Barshi, Paranda, and Bhum",1,..,..,..,"*India; Barshi, Paranda, and Bhum",1,..,..,..,"*India; Barshi, Paranda, and Bhum",0,..,..,..,
Asia,"*India, Bhopal",1062,23.5 (0.72),28.6 (0.90),..,"*India, Bhopal",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Bhopal",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Bhopal",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Bhopal",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Bhopal",2,0.4 (0.29),0.4 (0.29),0.00 (0.001),"*India, Bhopal",21,4.6 (1.01),4.6 (1.01),0.02 (0.005),"*India, Bhopal",59,15.8 (2.06),15.8 (2.06),0.08 (0.010),"*India, Bhopal",96,28.0 (2.85),28.0 (2.85),0.14 (0.014),"*India, Bhopal",137,48.7 (4.16),48.7 (4.16),0.24 (0.021),"*India, Bhopal",160,68.6 (5.42),68.6 (5.42),0.34 (0.027),"*India, Bhopal",144,85.3 (7.11),85.3 (7.11),0.43 (0.036),"*India, Bhopal",134,103.9 (8.97),103.9 (8.97),0.52 (0.045),"*India, Bhopal",108,86.7 (8.34),86.7 (8.34),0.43 (0.042),"*India, Bhopal",92,109.3 (11.40),109.3 (11.40),0.55 (0.057),"*India, Bhopal",66,109.6 (13.49),109.6 (13.49),0.55 (0.067),"*India, Bhopal",23,..,..,..,"*India, Bhopal",13,..,..,..,"*India, Bhopal",7,..,..,..,
Asia,"*India, Cachar",494,11.8 (0.53),13.9 (0.64),..,"*India, Cachar",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Cachar",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Cachar",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Cachar",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Cachar",22,5.5 (1.16),5.5 (1.16),0.03 (0.006),"*India, Cachar",19,5.0 (1.16),5.0 (1.16),0.03 (0.006),"*India, Cachar",36,11.5 (1.91),11.5 (1.91),0.06 (0.010),"*India, Cachar",64,21.0 (2.62),21.0 (2.62),0.10 (0.013),"*India, Cachar",69,28.7 (3.45),28.7 (3.45),0.14 (0.017),"*India, Cachar",95,45.9 (4.71),45.9 (4.71),0.23 (0.024),"*India, Cachar",58,36.5 (4.79),36.5 (4.79),0.18 (0.024),"*India, Cachar",42,36.3 (5.61),36.3 (5.61),0.18 (0.028),"*India, Cachar",39,35.7 (5.71),35.7 (5.71),0.18 (0.029),"*India, Cachar",27,37.8 (7.28),37.8 (7.28),0.19 (0.036),"*India, Cachar",14,26.2 (7.00),26.2 (7.00),0.13 (0.035),"*India, Cachar",3,..,..,..,"*India, Cachar",6,..,..,..,"*India, Cachar",0,..,..,..,
Asia,"*India, Chennai",4002,34.8 (0.55),33.8 (0.54),..,"*India, Chennai",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Chennai",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Chennai",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Chennai",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Chennai",14,1.3 (0.33),1.3 (0.33),0.01 (0.002),"*India, Chennai",41,3.3 (0.52),3.3 (0.52),0.02 (0.003),"*India, Chennai",116,11.2 (1.04),11.2 (1.04),0.06 (0.005),"*India, Chennai",277,27.8 (1.67),27.8 (1.67),0.14 (0.008),"*India, Chennai",449,54.9 (2.59),54.9 (2.59),0.27 (0.013),"*India, Chennai",556,75.8 (3.21),75.8 (3.21),0.38 (0.016),"*India, Chennai",610,105.7 (4.28),105.7 (4.28),0.53 (0.021),"*India, Chennai",561,118.7 (5.01),118.7 (5.01),0.59 (0.025),"*India, Chennai",481,117.9 (5.37),117.9 (5.37),0.59 (0.027),"*India, Chennai",380,137.9 (7.07),137.9 (7.07),0.69 (0.035),"*India, Chennai",247,116.7 (7.43),116.7 (7.43),0.58 (0.037),"*India, Chennai",164,..,..,..,"*India, Chennai",62,..,..,..,"*India, Chennai",44,..,..,..,
Asia,"*India, Dindigul, Ambilikkai",750,14.0 (0.51),13.0 (0.48),..,"*India, Dindigul, Ambilikkai",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Dindigul, Ambilikkai",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Dindigul, Ambilikkai",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Dindigul, Ambilikkai",2,0.4 (0.29),0.4 (0.29),0.00 (0.001),"*India, Dindigul, Ambilikkai",4,0.9 (0.46),0.9 (0.46),0.00 (0.002),"*India, Dindigul, Ambilikkai",15,2.8 (0.73),2.8 (0.73),0.01 (0.004),"*India, Dindigul, Ambilikkai",35,7.9 (1.33),7.9 (1.33),0.04 (0.007),"*India, Dindigul, Ambilikkai",84,16.8 (1.83),16.8 (1.83),0.08 (0.009),"*India, Dindigul, Ambilikkai",90,29.4 (3.09),29.4 (3.09),0.15 (0.015),"*India, Dindigul, Ambilikkai",122,37.8 (3.42),37.8 (3.42),0.19 (0.017),"*India, Dindigul, Ambilikkai",111,43.1 (4.09),43.1 (4.09),0.22 (0.020),"*India, Dindigul, Ambilikkai",90,36.8 (3.88),36.8 (3.88),0.18 (0.019),"*India, Dindigul, Ambilikkai",87,38.3 (4.11),38.3 (4.11),0.19 (0.021),"*India, Dindigul, Ambilikkai",60,38.5 (4.97),38.5 (4.97),0.19 (0.025),"*India, Dindigul, Ambilikkai",31,27.1 (4.87),27.1 (4.87),0.14 (0.024),"*India, Dindigul, Ambilikkai",13,..,..,..,"*India, Dindigul, Ambilikkai",2,..,..,..,"*India, Dindigul, Ambilikkai",4,..,..,..,
Asia,"*India, Kamrup Urban District",440,19.4 (0.92),20.4 (1.03),..,"*India, Kamrup Urban District",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Kamrup Urban District",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Kamrup Urban District",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Kamrup Urban District",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Kamrup Urban District",4,1.7 (0.85),1.7 (0.85),0.01 (0.004),"*India, Kamrup Urban District",13,5.2 (1.45),5.2 (1.45),0.03 (0.007),"*India, Kamrup Urban District",33,15.2 (2.64),15.2 (2.64),0.08 (0.013),"*India, Kamrup Urban District",49,23.0 (3.28),23.0 (3.28),0.11 (0.016),"*India, Kamrup Urban District",66,39.8 (4.90),39.8 (4.90),0.20 (0.024),"*India, Kamrup Urban District",84,58.2 (6.35),58.2 (6.35),0.29 (0.032),"*India, Kamrup Urban District",52,50.5 (7.00),50.5 (7.00),0.25 (0.035),"*India, Kamrup Urban District",47,63.9 (9.32),63.9 (9.32),0.32 (0.047),"*India, Kamrup Urban District",32,52.9 (9.36),52.9 (9.36),0.26 (0.047),"*India, Kamrup Urban District",30,78.8 (14.39),78.8 (14.39),0.39 (0.072),"*India, Kamrup Urban District",15,57.8 (14.93),57.8 (14.93),0.29 (0.075),"*India, Kamrup Urban District",9,..,..,..,"*India, Kamrup Urban District",4,..,..,..,"*India, Kamrup Urban District",2,..,..,..,
Asia,"*India, Kollam",2249,32.5 (0.68),26.0 (0.55),..,"*India, Kollam",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Kollam",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Kollam",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Kollam",1,0.2 (0.21),0.2 (0.21),0.00 (0.001),"*India, Kollam",9,1.7 (0.56),1.7 (0.57),0.01 (0.003),"*India, Kollam",25,4.5 (0.90),4.5 (0.90),0.02 (0.004),"*India, Kollam",76,14.1 (1.61),14.1 (1.62),0.07 (0.008),"*India, Kollam",212,36.3 (2.49),36.4 (2.50),0.18 (0.012),"*India, Kollam",283,53.7 (3.19),53.8 (3.20),0.27 (0.016),"*India, Kollam",389,75.6 (3.83),75.7 (3.84),0.38 (0.019),"*India, Kollam",337,81.9 (4.46),82.0 (4.47),0.41 (0.022),"*India, Kollam",302,79.6 (4.58),79.8 (4.59),0.40 (0.023),"*India, Kollam",240,81.1 (5.23),81.2 (5.24),0.41 (0.026),"*India, Kollam",157,68.9 (5.50),69.1 (5.51),0.35 (0.028),"*India, Kollam",97,56.9 (5.78),57.0 (5.79),0.29 (0.029),"*India, Kollam",61,..,..,..,"*India, Kollam",36,..,..,..,"*India, Kollam",19,..,..,..,
Asia,"*India, Mizoram",324,12.1 (0.67),16.0 (0.92),..,"*India, Mizoram",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Mizoram",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Mizoram",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Mizoram",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Mizoram",4,1.4 (0.72),1.4 (0.72),0.01 (0.004),"*India, Mizoram",7,2.8 (1.06),2.8 (1.06),0.01 (0.005),"*India, Mizoram",16,7.5 (1.86),7.5 (1.86),0.04 (0.009),"*India, Mizoram",41,23.4 (3.66),23.4 (3.66),0.12 (0.018),"*India, Mizoram",44,31.7 (4.77),31.7 (4.77),0.16 (0.024),"*India, Mizoram",53,41.6 (5.71),41.6 (5.71),0.21 (0.029),"*India, Mizoram",43,40.6 (6.19),40.6 (6.19),0.20 (0.031),"*India, Mizoram",38,51.9 (8.42),51.9 (8.42),0.26 (0.042),"*India, Mizoram",30,50.6 (9.25),50.6 (9.25),0.25 (0.046),"*India, Mizoram",21,53.0 (11.56),53.0 (11.56),0.26 (0.058),"*India, Mizoram",16,54.9 (13.72),54.9 (13.72),0.27 (0.069),"*India, Mizoram",5,..,..,..,"*India, Mizoram",3,..,..,..,"*India, Mizoram",3,..,..,..,
Asia,"*India, Mumbai",9270,30.6 (0.32),32.7 (0.35),..,"*India, Mumbai",2,0.1 (0.06),0.1 (0.06),0.00 (0.000),"*India, Mumbai",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Mumbai",4,0.1 (0.07),0.1 (0.07),0.00 (0.000),"*India, Mumbai",8,0.3 (0.10),0.3 (0.10),0.00 (0.001),"*India, Mumbai",49,1.6 (0.23),1.6 (0.23),0.01 (0.001),"*India, Mumbai",162,5.3 (0.42),5.3 (0.42),0.03 (0.002),"*India, Mumbai",289,11.1 (0.65),11.1 (0.65),0.06 (0.003),"*India, Mumbai",653,26.0 (1.02),26.0 (1.02),0.13 (0.005),"*India, Mumbai",919,45.0 (1.49),45.1 (1.49),0.23 (0.007),"*India, Mumbai",1185,64.3 (1.87),64.3 (1.87),0.32 (0.009),"*India, Mumbai",1205,86.5 (2.49),86.6 (2.49),0.43 (0.012),"*India, Mumbai",1201,115.0 (3.32),115.1 (3.32),0.58 (0.017),"*India, Mumbai",1151,126.7 (3.73),126.8 (3.74),0.63 (0.019),"*India, Mumbai",849,116.3 (3.99),116.4 (4.00),0.58 (0.020),"*India, Mumbai",660,133.4 (5.19),133.5 (5.20),0.67 (0.026),"*India, Mumbai",452,..,..,..,"*India, Mumbai",274,..,..,..,"*India, Mumbai",199,..,..,..,
Asia,"*India, Poona",1965,18.7 (0.42),22.0 (0.51),..,"*India, Poona",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Poona",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Poona",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Poona",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Poona",8,0.7 (0.25),0.7 (0.25),0.00 (0.001),"*India, Poona",35,3.1 (0.53),3.2 (0.53),0.02 (0.003),"*India, Poona",72,8.0 (0.94),8.0 (0.95),0.04 (0.005),"*India, Poona",103,12.8 (1.26),12.9 (1.27),0.06 (0.006),"*India, Poona",200,31.4 (2.22),31.6 (2.23),0.16 (0.011),"*India, Poona",259,41.9 (2.60),42.2 (2.62),0.21 (0.013),"*India, Poona",287,63.4 (3.74),63.9 (3.77),0.32 (0.019),"*India, Poona",265,88.0 (5.40),88.6 (5.45),0.44 (0.027),"*India, Poona",240,92.4 (5.97),93.1 (6.01),0.47 (0.030),"*India, Poona",180,70.2 (5.23),70.8 (5.28),0.35 (0.026),"*India, Poona",119,73.9 (6.78),74.5 (6.83),0.37 (0.034),"*India, Poona",93,..,..,..,"*India, Poona",57,..,..,..,"*India, Poona",32,..,..,..,
Asia,"*India, Sikkim State",112,7.9 (0.74),9.9 (0.98),..,"*India, Sikkim State",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Sikkim State",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Sikkim State",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Sikkim State",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Sikkim State",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Sikkim State",3,2.0 (1.18),2.0 (1.18),0.01 (0.006),"*India, Sikkim State",13,11.2 (3.10),11.2 (3.10),0.06 (0.015),"*India, Sikkim State",14,14.0 (3.75),14.0 (3.75),0.07 (0.019),"*India, Sikkim State",18,22.4 (5.27),22.4 (5.27),0.11 (0.026),"*India, Sikkim State",12,18.3 (5.29),18.3 (5.29),0.09 (0.026),"*India, Sikkim State",11,20.8 (6.27),20.8 (6.27),0.10 (0.031),"*India, Sikkim State",14,37.5 (10.01),37.5 (10.01),0.19 (0.050),"*India, Sikkim State",9,29.8 (9.93),29.8 (9.93),0.15 (0.050),"*India, Sikkim State",8,33.2 (11.75),33.2 (11.75),0.17 (0.059),"*India, Sikkim State",4,24.8 (12.42),24.8 (12.42),0.12 (0.062),"*India, Sikkim State",3,..,..,..,"*India, Sikkim State",2,..,..,..,"*India, Sikkim State",1,..,..,..,
Asia,"*India, Tripura",347,6.4 (0.34),6.9 (0.38),..,"*India, Tripura",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Tripura",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Tripura",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Tripura",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Tripura",1,0.2 (0.17),0.2 (0.17),0.00 (0.001),"*India, Tripura",8,1.6 (0.55),1.6 (0.55),0.01 (0.003),"*India, Tripura",20,4.8 (1.08),4.8 (1.08),0.02 (0.005),"*India, Tripura",54,13.1 (1.79),13.1 (1.79),0.07 (0.009),"*India, Tripura",62,17.8 (2.26),17.8 (2.26),0.09 (0.011),"*India, Tripura",52,17.3 (2.41),17.3 (2.41),0.09 (0.012),"*India, Tripura",52,22.6 (3.14),22.6 (3.14),0.11 (0.016),"*India, Tripura",39,23.3 (3.74),23.3 (3.74),0.12 (0.019),"*India, Tripura",25,17.4 (3.48),17.4 (3.48),0.09 (0.017),"*India, Tripura",12,11.2 (3.23),11.2 (3.23),0.06 (0.016),"*India, Tripura",13,16.1 (4.46),16.1 (4.46),0.08 (0.022),"*India, Tripura",5,..,..,..,"*India, Tripura",2,..,..,..,"*India, Tripura",2,..,..,..,
Asia,"*India, Trivandrum",1362,44.5 (1.21),36.9 (1.01),..,"*India, Trivandrum",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Trivandrum",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Trivandrum",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Trivandrum",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Trivandrum",2,0.8 (0.59),0.8 (0.59),0.00 (0.003),"*India, Trivandrum",12,4.7 (1.37),4.7 (1.37),0.02 (0.007),"*India, Trivandrum",42,16.3 (2.52),16.3 (2.52),0.08 (0.013),"*India, Trivandrum",75,27.6 (3.19),27.6 (3.19),0.14 (0.016),"*India, Trivandrum",116,48.9 (4.54),48.9 (4.54),0.24 (0.023),"*India, Trivandrum",219,91.2 (6.16),91.2 (6.16),0.46 (0.031),"*India, Trivandrum",188,109.9 (8.02),109.9 (8.02),0.55 (0.040),"*India, Trivandrum",214,156.5 (10.70),156.5 (10.70),0.78 (0.053),"*India, Trivandrum",177,142.3 (10.69),142.3 (10.69),0.71 (0.053),"*India, Trivandrum",128,118.4 (10.46),118.4 (10.46),0.59 (0.052),"*India, Trivandrum",87,117.8 (12.63),117.8 (12.63),0.59 (0.063),"*India, Trivandrum",53,..,..,..,"*India, Trivandrum",34,..,..,..,"*India, Trivandrum",15,..,..,..,
Asia,"*India, Wardha",339,17.8 (0.97),16.4 (0.90),..,"*India, Wardha",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Wardha",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Wardha",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Wardha",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Wardha",0,0.0 (0.00),0.0 (0.00),0.00 (0.000),"*India, Wardha",12,7.3 (2.10),7.3 (2.10),0.04 (0.011),"*India, Wardha",20,13.4 (3.01),13.4 (3.01),0.07 (0.015),"*India, Wardha",42,28.0 (4.33),28.0 (4.33),0.14 (0.022),"*India, Wardha",53,40.0 (5.49),40.0 (5.49),0.20 (0.027),"*India, Wardha",59,52.4 (6.83),52.4 (6.83),0.26 (0.034),"*India, Wardha",48,54.2 (7.83),54.2 (7.83),0.27 (0.039),"*India, Wardha",26,37.2 (7.31),37.2 (7.31),0.19 (0.037),"*India, Wardha",30,39.6 (7.22),39.6 (7.22),0.20 (0.036),"*India, Wardha",21,28.7 (6.26),28.7 (6.26),0.14 (0.031),"*India, Wardha",15,29.6 (7.63),29.6 (7.63),0.15 (0.038),"*India, Wardha",10,..,..,..,"*India, Wardha",2,..,..,..,"*India, Wardha",1,..,..,..,
